uuid,Void/Retire,Fully specified name:en,Short name:en,Fully specified name:fr,Short name:fr,Description:en,Data class,Data type,Answers,Members,id,Mappings|SAME-AS|PIH,Mappings|NARROWER-THAN|PIH,Mappings|SAME-AS|CBS,Mappings|SAME-AS|CIEL,Mappings|NARROWER-THAN|CIEL,Mappings|NARROWER-THAN|Rwanda HMIS Report 2012 01 20,Mappings|NARROWER-THAN|RWCS,Mappings|SAME-AS|RxNORM,Mappings|NARROWER-THAN|RxNORM,Mappings|SAME-AS|SNOMED CT,Mappings|NARROWER-THAN|SNOMED CT,Mappings|SAME-AS|ICPC-2,Mappings|NARROWER-THAN|LOINC,Mappings|SAME-AS|ICD-10,Mappings|NARROWER-THAN|ICD-10,Mappings|BROADER-THAN|ICD-10,Absolute high,Critical high,Normal high,Absolute low,Normal low,Units,Allow decimals,Complex data handler
80bcc2ef-b872-4eb9-93fd-2341ccee9cbb,,KAPOSIS SARCOMA DIAGNOSIS CONSTRUCT,,,,Method of diagnosis for Kaposi's Sarcoma and comments,ConvSet,Text,,KAPOSIS SARCOMA METHOD OF DIAGNOSIS;BIOPSY RESULT,3598.0,,3598;KAPOSIS SARCOMA DIAGNOSIS CONSTRUCT,,,,,,,,,,,,,,,,,,,,,,
d2012411-1784-45ea-8b91-96d08b5cb716,,KAPOSIS SARCOMA METHOD OF DIAGNOSIS,,,,Method of Diagnosis for Kaposi's Sarcoma,Question,Coded,biopsy RBC;CLINICAL v2,,3596.0,,3596;KAPOSIS SARCOMA METHOD OF DIAGNOSIS,,,,,,,,,,,,,,,,,,,,,,
5f966526-5ad6-4190-9af1-89302958d7cb,,KAPOSIS SARCOMA PROGRAM,KS PROGRAM,,,Treatment program for Kaposi's Sarcoma patients,Program,Text,,,3591.0,,3591;KAPOSIS SARCOMA PROGRAM,,,,,,,,,,,,,,,,,,,,,,
c65e6e5c-f1d2-423d-89b0-ca9af866616a,,KAPOSIS SARCOMA SIDE EFFECTS WORSENING WHILE ON ARVS?,,,,Asks if symptoms of Kaposi's Sarcoma have been worsening since a patient has been undergoing antiretroviral treatment therapy.,Question,Boolean,,,3599.0,,3599;KAPOSIS SARCOMA SIDE EFFECTS WORSENING WHILE ON ARVS?,,,,,,,,,,,,,,,,,,,,,,
3ceb5fa0-26fe-102b-80cb-0017a47871b2,,KARNOFSKY PERFORMANCE SCORE,,,,Zero to 100 scale commonly used for assessing terminally ill patients.,Test,Numeric,,,5283.0,,5283;KARNOFSKY PERFORMANCE SCORE,,,,,,,,,,,,,,,,,,,,,,
9a26ea50-a523-42c5-bd17-fca727f7de9f,,KAYEXELATE CALCIUM ,,KAYEXELATE CALCIUM ,,KAYEXELATE CALCIUM ,Drug,Text,,,9436.0,,,,,,,,,,,,,,,,,,,,,,,,
a0848957-1113-490e-a125-f974616b03f2,,KAYEXELATE SODIUM,,KAYEXELATE SODIUM,,KAYEXELATE SODIUM,Drug,Text,,,9441.0,,,,,,,,,,,,,,,,,,,,,,,,
3ce52626-26fe-102b-80cb-0017a47871b2,,KAYONZA,,,,one of 30 districts in Rwanda,Finding,Text,,,2568.0,,2568;KAYONZA,,,,,,,,,,,,,,,,,,,,,,
5495ec3b-ed96-45bc-9a41-0d4259c2ba02,,KEFORAL,,KEFORAL,,KEFORAL,Drug,Text,,,9443.0,,,,,,,,,,,,,,,,,,,,,,,,
97f1906c-3c5f-4bba-bd57-cfe7ee14ad6c,,KELOID,,,,an overgrowth of scar tissue at the site of a healed skin injury,Diagnosis,Text,,,3733.0,,3733;KELOID,,,,,,,,,,,,,,,,,,,,,,
711101df-6573-405b-a528-ca62f8e0cecd,,KEMADRIN,,KEMADRIN,,KEMADRIN,Drug,Text,,,9455.0,,,,,,,,,,,,,,,,,,,,,,,,
3fca7e60-fc61-4577-9e5b-362fff491c82,,KENACORT GINGIVAL,,KENACORT GINGIVAL,,KENACORT GINGIVAL,Drug,Text,,,9468.0,,,,,,,,,,,,,,,,,,,,,,,,
9ec7d274-4bae-4b68-8bd1-f3c69c42826c,,KENACORT RETARD,,KENACORT RETARD,,KENACORT RETARD,Drug,Text,,,9461.0,,,,,,,,,,,,,,,,,,,,,,,,
6326c14c-e3b0-4924-8728-f73bb16a317a,,KETALAR,,KETALAR,,KETALAR,Drug,Text,,,9471.0,,,,,,,,,,,,,,,,,,,,,,,,
3cd52762-26fe-102b-80cb-0017a47871b2,,KETOCONAZOLE,,,,A synthetic broad-spectrum antifungal agent C26H28Cl2N4O4 used to treat chronic internal and cutaneous disorders.,Drug,Text,,,926.0,,926;KETOCONAZOLE,,,,,,,,,,,,,,,,,,,,,,
f5c48895-0d88-4e07-8606-893ef28f7062,,KETOPROFENE,,KETOPROFENE,,KETOPROFENE,Drug,Text,,,9482.0,,,,,,,,,,,,,,,,,,,,,,,,
93029863-7891-47c4-900f-cf0470bf2b7e,,KETOTIFEN,,KETOTIFEN,,KETOTIFEN,Drug,Text,,,9488.0,,,,,,,,,,,,,,,,,,,,,,,,
3a708c4c-a5a2-4f3f-80d0-70fc92de2e97,,KHI,,KHI,,Mutuelle de Sante of Kigali Health Institute,Misc,Text,,,11275.0,,,,,,,,,,,,,,,,,,,,,,,,
1ae17163-c8c9-44bd-b2eb-8c3f7771180b,,KIBAGABAGA,,,,a hosptial that treats mdrtb in rwanda,Misc,Text,,,6555.0,,6555;KIBAGABAGA,,,,,,,,,,,,,,,,,,,,,,
3ce524aa-26fe-102b-80cb-0017a47871b2,,KIBUNGO,,,,one of 30 districts in Rwanda,Finding,Text,,,2567.0,,2567;KIBUNGO,,,,,,,,,,,,,,,,,,,,,,
3b49bab4-9e1f-425e-b597-47fa60606fc9,,KIBUNGO HOSPITAL,,HÔPITAL DE KIBUNGO,,"The hospital in Kibungo, Rwanda",Misc,Text,,,6176.0,,6176;KIBUNGO HOSPITAL,,,,,,,,,,,,,,,,,,,,,,
3ce521bc-26fe-102b-80cb-0017a47871b2,,KIGALI,,,,one of 5 provinces in rwanda,Finding,Text,,,2565.0,,2565;KIGALI,,,,,,,,,,,,,,,,,,,,,,
b4bd299b-bfe4-43f8-aec7-75b3f5b5cdf4,,KIMIRONKO,,,,an mdrtb site in Rwanda,Misc,Text,,,6562.0,,6562;KIMIRONKO,,,,,,,,,,,,,,,,,,,,,,
7bbe871a-d341-412c-bdf2-3f1721748c75,,KINESITHERAPIE,,Service de Kinesitherapie,,Kinesitherapy Service,Misc,Text,,,12248.0,,,,,,,,,,,,,,,,,,,,,,,,
e1005832-1a43-4562-90af-6782963f9252,,KINESITHERAPY VISIT,,,,KINESITHERAPY VISIT,Misc,Text,,,106837.0,,,,,,,,,,,,,,,,,,,,,,,,
5df6d146-67c1-4a88-8c20-2c41d0637af8,,KINESTHERAPY ACTS,Kine Acts,,,Medical acts in Kinestherapy service,ConvSet,Coded,Wax Bath;Plus d'un membre;Massage d'un membre;Plus d'une articulation;Exercices therapeutiques;Diathermy;Back Massage;Strapping,,12137.0,,,,,,,,,,,,,,,,,,,,,,,,
bfb0a0ca-5e97-4520-9f7c-403114f046e6,,KINONI,,,,KINONI IS A CLINIC IN RWANDA,Misc,Text,,,6391.0,,6391;KINONI,,,,,,,,,,,,,,,,,,,,,,
90c964db-95fd-4fc2-b088-53163f8dc1cc,,KIRAMBO,,,,KIRAMBO IS A CLINIC IN RWANDA,Misc,Text,,,6392.0,,6392;KIRAMBO,,,,,,,,,,,,,,,,,,,,,,
3cda8950-26fe-102b-80cb-0017a47871b2,,KIREHE,,,,PIH clinic in Rwanda. one of 30 districts in Rwanda,Misc,Text,,,1471.0,,1471;KIREHE,,,,,,,,,,,,,,,,,,,,,,
33b646bb-b233-4dd7-972e-eb69b63ae5c5,,KIT DE DOSAGE GAMA GT,,KIT DE DOSAGE GAMA GT,,KIT DE DOSAGE GAMA GT,Misc,Text,,,9808.0,,,,,,,,,,,,,,,,,,,,,,,,
17332549-a5e3-46ec-a0a2-659ecd4b60b2,,KIT Triglceride,,KIT Triglceride,,KIT Triglceride,Misc,Text,,,11098.0,,,,,,,,,,,,,,,,,,,,,,,,
203a3aee-8a15-4252-9e8c-4d76df544663,,KIVUYE,,,,KIVUYE IS A CLINIC IN RWANDA,Misc,Text,,,6393.0,,6393;KIVUYE,,,,,,,,,,,,,,,,,,,,,,
f8b04da3-57ea-49c9-8598-ff080e8debfa,,KMC Date of first visit,KMC,,,Date of first visit,Finding,Date,,,110589.0,,,,,,,,,,,,,,,,,,,,,,,,
10893ee5-f1a3-4663-b363-999f93cdd526,,KMC Observation,KMC,,,Observation,Finding,Text,,,110572.0,,,,,,,,,,,,,,,,,,,,,,,,
43ca39c8-6547-4401-ba8f-47d39d90a7ef,,KMC Second visit date,KMC,,,Second visit date,Finding,Date,,,110582.0,,,,,,,,,,,,,,,,,,,,,,,,
0631a18c-92bc-440c-91a0-7554dca7d71a,,KMC Unit,,,,KMC Unit,Finding,Text,,,110590.0,,,,,,,,,,,,,,,,,,,,,,,,
fc505b87-6990-409c-ac65-ce11e7f51773,,KMC third visit date,KMC,,,Third visit date,Finding,Date,,,110578.0,,,,,,,,,,,,,,,,,,,,,,,,
f47c44de-f6c1-4590-81ec-612f267bb3d6,,KNEE (L or R),,,,,Question,Boolean,,,12631.0,,,,,,,,,,,,,,,,,,,,,,,,
3ef327ef-69ee-49c9-8a10-d2b71dd9ca3a,,KNEE JOINT LL,,,,KNEE JOINT,Question,Boolean,,,158514.0,,,,,,,,,,,,,,,,,,,,,,,,
6d91ae50-80e3-4ae9-88d8-8a2211651c70,,KNOCK KNEES,,,,KNOCK KNEES,Symptom/Finding,Text,,,105450.0,,,,,,,,,,,,,,,,,,,,,,,,
7a59414b-791e-4fb0-be44-e9c02e90b8dc,,KOBIL,KOBIL,,,KOBIL Insurance Private Company,Misc,Text,,,105727.0,,,,,,,,,,,,,,,,,,,,,,,,
fd9f6e55-50c3-b645-62cb-c2949d480a6c,,KRIMSKY TEST,,,,KRIMSKY TEST,Misc,Numeric,,,158904.0,,,,,,,,,,,,,,,,,,,,,,,,
9dd41cd7-867d-4e9f-b09f-a2bdecca9d85,,KS CLINICAL EXAM FINDINGS,,,,,Question,Coded,FUNGATING;FUNGATING AND OR ULCERATIONS;VISCERAL LOCALIZATIONS;ORAL LESIONS;LYMPHADENOPATHY;OEDEMA,,3610.0,,3610;KS CLINICAL EXAM FINDINGS,,,,,,,,,,,,,,,,,,,,,,
83893287-d3b9-45c7-a81b-0026da228da9,,KS CLINICAL EXAMINATION CONSTRUCT,,,,,ConvSet,Text,,KS CLINICAL EXAM FINDINGS;PHYSICAL SYSTEM COMMENT,3611.0,,3611;KS CLINICAL EXAMINATION CONSTRUCT,,,,,,,,,,,,,,,,,,,,,,
66ad0745-88be-4dd5-92d0-9aacfc05d761,,KS VISIT,,VISITE MALADIE DE KAPOSI,,The patient visited the hospital or clinic,Misc,Text,,,6258.0,,6258;KS VISIT,,,,,,,,,,,,,,,,,,,,,,
d3502a57-b5bf-46d4-9038-54027d15311c,,KVC,,,,Kilovoltage,Question,Numeric,,,12649.0,,,,,,,,,,,,,,,,,,,,,,,,
3cde6ab6-26fe-102b-80cb-0017a47871b2,,KWASHIORKOR,,OEDEME - KWASHIORKOR,OEDEME v1,A type of malnutrition,Finding,Text,,,1819.0,,1819;KWASHIORKOR,,,,13.2.3,,,,,,,,,E40,,,,,,,,,
882c102f-4d31-4fe5-803c-1155a0173633,,Kabagari Police Station,,Kabagari Police Station,,Kabagari Police Station,Test,Text,,,9739.0,,,,,,,,,,,,,,,,,,,,,,,,
6f340617-a365-4add-982d-24f968120157,,Kabarondo Police Station,,Kabarondo Police Station,,Kabarondo Police Station,Misc,Text,,,9702.0,,,,,,,,,,,,,,,,,,,,,,,,
184e72ba-abde-4101-bec9-a36281600e9b,,Kabarore Police Station,,Kabarore Police Station,,Kabarore Police Station,Misc,Text,,,9687.0,,,,,,,,,,,,,,,,,,,,,,,,
74c27b34-2305-4384-ac94-4b3f24e1d98d,,Kabaya Hospital,,,,District hospital in Ngororero,Misc,Text,,,6611.0,,6611;Kabaya Hospital,,,,,,,,,,,,,,,,,,,,,,
7d79e7c0-c299-44c8-b7f9-122701bfb588,,Kabaya Police Station,,Kabaya Police Station,,Kabaya Police Station,Misc,Text,,,9717.0,,,,,,,,,,,,,,,,,,,,,,,,
0927a423-b9ef-4d34-974b-1073bda81201,,Kabuye,,,,A PIH/IMB Health Center in Kirehe District which began providing ART services in early 2010 via mobile clinic from Mulindi HC.  PIH/IMB,Misc,Text,,,6627.0,,6627;Kabuye,,,,,,,,,,,,,,,,,,,,,,
9b2d4d19-1e77-4ac7-9dc5-a3c02be14b1a,,Kaduha Hospital,,,,District hospital in Nyamagabe,Misc,Text,,,6615.0,,6615;Kaduha Hospital,,,,,,,,,,,,,,,,,,,,,,
9263cb9e-11f2-4b4b-a56f-3e190b2b79b2,,Kaduha Police Station,,Kaduha Police Station,,Kaduha Police Station,Misc,Text,,,9726.0,,,,,,,,,,,,,,,,,,,,,,,,
4d7a0b3e-f239-491d-860e-f64026d9649c,,Kamembe Police Station,,Kamembe Police Station,,Kamembe Police Station,Misc,Text,,,9743.0,,,,,,,,,,,,,,,,,,,,,,,,
0b5f6267-780a-4b9f-8d61-95ad7176d946,,Kanjongo Police Station,,Kanjongo Police Station,,Kanjongo Police Station,Misc,Text,,,9728.0,,,,,,,,,,,,,,,,,,,,,,,,
2ce11abf-ddea-432d-bb6d-6ce69940724e,,Kanombe Hospital,,,,District hospital in Kicukiro,Misc,Text,,,6610.0,,6610;Kanombe Hospital,,,,,,,,,,,,,,,,,,,,,,
6e9c6ce1-ddd4-4de4-9eab-4574cc02089e,,Kanombe Police Station,,Kanombe Police Station,,Kanombe Police Station,Misc,Text,,,9706.0,,,,,,,,,,,,,,,,,,,,,,,,
7608c0f1-dbee-4ec9-89f0-5d35ec628d7c,,Kanzenze Police Station,,Kanzenze Police Station,,Kanzenze Police Station,Misc,Text,,,9736.0,,,,,,,,,,,,,,,,,,,,,,,,
8ce4e07d-af64-4859-9308-cc9f97fc0848,,Kaposi’s sarcoma (angioreticuloendothelioma),,Kaposi’s sarcoma (angioreticuloendothelioma),,Kaposi’s sarcoma (angioreticuloendothelioma),Diagnosis,Text,,,9962.0,,,,,,,,,,,,,,,,,,,,,,,,
8b67b07f-e755-41a8-a6d9-105a5960f22b,,Karposi s sarcoma state,,,,Diagnosis of Karposi's sarcoma,State,Text,,,107118.0,,,,,,,,,,,,,,,,,,,,,,,,
256c88ab-80c4-4e75-aaf0-b95fbb387a12,,Kayove Police Station,,Kayove Police Station,,Kayove Police Station,Misc,Text,,,9746.0,,,,,,,,,,,,,,,,,,,,,,,,
47e157fa-236a-4940-85eb-8cf1d2010cd4,,Keep reporter confidential?,,,,Keep reporter confidential?,Question,Boolean,,,111520.0,,,,,,,,,,,,,,,,,,,,,,,,
cbd8027b-98e4-41d9-8942-81ddb448c964,,Keeping the baby warm,,,,Keeping the baby warm,Finding,Text,,,110740.0,,,,,,,,,,,,,,,,,,,,,,,,
3c5ac447-a899-2576-d66a-7b03ba775838,,Kenacort,,,,Kenacort,Misc,Numeric,,,158845.0,,,,,,,,,,,,,,,,,,,,,,,,
50477b52-2f42-451d-90c0-3eda3db50a73,,Keppra,,,,Keppra,Drug,Text,,,106038.0,,,,,,,,,,,,,,,,,,,,,,,,
6eb283fe-7bba-4bed-ac0d-e5e92f3af15f,,Keratitis,,,,,Diagnosis,Text,,,12265.0,,,,,,,,,,,,,,,H16,,,,,,,,,
ca3f6fa8-46ec-4f38-9462-9abed6d8543d,,Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere,,,,,Diagnosis,Text,,,12276.0,,,,,,,,,,,,,,,H19.2,,,,,,,,,
de3bc598-6e95-47a3-81e4-c36e7dfd0f61,,"Keratitis, unspecified",,,,,Diagnosis,Text,,,12269.0,,,,,,,,,,,,,,,H16.9,,,,,,,,,
c916d0a4-8541-400b-92b7-9be453ef83b6,,Keratoacanthoma (Verrucoma. molluscum sebaceum),,Keratoacanthoma (Verrucoma. molluscum sebaceum),,Keratoacanthoma (Verrucoma. molluscum sebaceum),Diagnosis,Text,,,9913.0,,,,,,,,,,,,,,,,,,,,,,,,
992df80d-8b72-d641-e349-3287ca3d9e66,,Keratone 3.2mm Angled Bevel up sterile with Handle and Tip guard ,,,,Keratone 3.2mm Angled Bevel up sterile with Handle and Tip guard ,Misc,Numeric,,,158642.0,,,,,,,,,,,,,,,,,,,,,,,,
51415b2e-ba7f-4d2c-a18f-af59332d6528,,Kg,,,,kg,Units of Measure,Numeric,,,111467.0,,,,,,,,,,,,,,,,,,,,,,,0.0,
eeac5a5c-1c33-4149-a0a5-3d7aef4fc673,,Kibilizi Hospital,,,,District hospital in Gisagara,Misc,Text,,,6605.0,,6605;Kibilizi Hospital,,,,,,,,,,,,,,,,,,,,,,
697069e2-233d-44d4-a0fc-66557b01ef36,,Kibogora Hospital,,,,District hospital in Nyamasheke,Misc,Text,,,6617.0,,6617;Kibogora Hospital,,,,,,,,,,,,,,,,,,,,,,
50803a74-d3bb-4d18-921a-ca1f5fad1b49,,Kibungo Police Station,,Kibungo Police Station,,Kibungo Police Station,Misc,Text,,,9715.0,,,,,,,,,,,,,,,,,,,,,,,,
b757c3c7-d259-419f-9fa8-56292c0d2d0d,,Kibuye Hospital,,,,District hospital in Karongi,Misc,Text,,,6607.0,,6607;Kibuye Hospital,,,,,,,,,,,,,,,,,,,,,,
715a8293-d8d5-47c0-a2be-b8270449c18f,,Kicukiro Police Station,,Kicukiro Police Station,,Kicukiro Police Station,Misc,Text,,,9705.0,,,,,,,,,,,,,,,,,,,,,,,,
37c267c6-fa16-46e6-a712-d92627eb8995,,Kidney disease,,Maladie du Rein,,Does the patient have kidney disease?,Question,Coded,NO;YES,,6806.0,,6806;Kidney disease,,,,,,,,,,,,,,,,,,,,,,
928b83a0-9f6f-45da-920b-105ebd6389e2,,Kidney infections,,,,Kidney infections,Diagnosis,Text,,,8257.0,,,,,,,,,,,,,,,,,,,,,,,,
e923a762-b51b-4666-ba5d-72bd31172c40,,Kidneys,,,,Kidneys,Anatomy,Text,,,111145.0,,,,,,,,,,,,,,,,,,,,,,,,
41b04326-59b6-42d9-8438-26df65fc4e95,,Kigabiro Police Station,,Kigabiro Police Station,,Kigabiro Police Station,Misc,Text,,,9747.0,,,,,,,,,,,,,,,,,,,,,,,,
3aa054a5-8eca-4c4b-9d99-752c2ff86cc1,,Kigeme Hospital,,,,District hospital in Nyamagabe,Misc,Text,,,6614.0,,6614;Kigeme Hospital,,,,,,,,,,,,,,,,,,,,,,
a5732a82-b8bf-4316-a8e7-22bd8177c8df,,Kinesitherapie Construct,,Kinesitherapie Construct,,Describes all concepts used in Kinesitherapie section,ConvSet,Text,,Affection du systeme locomoteur;Affection du systeme nerveux;Affection du systeme respiratoire;Working Environment;Dizziness;Joint Status;Physiotheraphy Management,12081.0,,,,,,,,,,,,,,,,,,,,,,,,
55acdf7c-5027-4f01-90a2-ab9745f97dd3,,King Faisal Hospital,KFH,HÔPITAL KING FAISAL,,A private referral hospital in Kigali.,Misc,Text,,,6165.0,,6165;King Faisal Hospital,,,,,,,,,,,,,,,,,,,,,,
1a77da3d-2e58-40ac-bf1d-30d1751a332d,,King Faisal Hospital - Chain of Hope,,,,King Faisal Hospital with Chain of Hope (Belge),Misc,Text,,,6585.0,,6585;King Faisal Hospital - Chain of Hope,,,,,,,,,,,,,,,,,,,,,,
5551827d-e819-473d-abe7-5cd52b7f595c,,King Faisal Hospital - Operation Open Heart,,,,King Faisal Hospital with Operation Open Heart,Misc,Document,,,6583.0,,6583;King Faisal Hospital - Operation Open Heart,,,,,,,,,,,,,,,,,,,,,,
876d194a-366b-4168-96df-f18b5057c3ce,,King Faisal Hospital - Spokane,,,,King Faisal Hospital -Spokane,Misc,Text,,,6586.0,,6586;King Faisal Hospital - Spokane,,,,,,,,,,,,,,,,,,,,,,
cd03df82-aaf4-416f-a5f7-c949a4d5e48c,,King Faisal Hospital - Team Heart,,,,King Faisal Hospital with Team Heart,Misc,Text,,,6584.0,,6584;King Faisal Hospital - Team Heart,,,,,,,,,,,,,,,,,,,,,,
4cee2e5a-c08a-48eb-93bb-216bc5880537,,"King Faisal Hospital, non-coded",,,,"Another King Faisal Hospital, but not with a coded answer.",Question,Text,,,6587.0,,"6587;King Faisal Hospital, non-coded",,,,,,,,,,,,,,,,,,,,,,
865a3cbc-b0ec-4b43-821f-365a7fd7e531,,Kinigi Police Station,,Kinigi Police Station,,Kinigi Police Station,Misc,Text,,,9713.0,,,,,,,,,,,,,,,,,,,,,,,,
f903f11c-19bc-4f8a-b548-5aee709eb3e6,,Kinihira Police Station,,Kinihira Police Station,,Kinihira Police Station,Misc,Text,,,9742.0,,,,,,,,,,,,,,,,,,,,,,,,
4c9811b6-e47d-4b75-9ede-9dfd575a77fe,,Kinyababa Police Station,,Kinyababa Police Station,,Kinyababa Police Station,Misc,Text,,,9675.0,,,,,,,,,,,,,,,,,,,,,,,,
53e6749d-7c20-4dc4-819d-48ffc3c39b59,,Kiramuruzi Police Station,,Kiramuruzi Police Station,,Kiramuruzi Police Station,Misc,Text,,,9685.0,,,,,,,,,,,,,,,,,,,,,,,,
af82f9b5-fef6-4b65-be82-7ccafc9b2854,,Kirehe Police Station,,Kirehe Police Station,,Kirehe Police Station,Misc,Text,,,9707.0,,,,,,,,,,,,,,,,,,,,,,,,
2dc4146e-cabd-4597-801b-5da3c2014a4a,,Kirehe hospital,,,,,Misc,Text,,,106406.0,,,,,,,,,,,,,,,,,,,,,,,,
6ecc713e-ced3-40ef-8638-5521cc867cff,,Kirinda Hospital,,,,District hospital in Karongi,Misc,Text,,,6609.0,,6609;Kirinda Hospital,,,,,,,,,,,,,,,,,,,,,,
2f43c828-e9a3-4798-a265-026984b6fb8a,,Kit ASLO 50 test,,Kit ASLO 50 test,,Kit ASLO 50 test,Misc,Text,,,9769.0,,,,,,,,,,,,,,,,,,,,,,,,
67c0c70e-1efb-441d-99a1-b25dccc72ec5,,Kit Anti HCV,,Kit Anti HCV,,Kit Anti HCV,Misc,Text,,,9767.0,,,,,,,,,,,,,,,,,,,,,,,,
9dcb130b-5ba9-4f16-977a-56fce7b1eb18,,Kit CRP,,Kit CRP,,Kit CRP,Misc,Text,,,9772.0,,,,,,,,,,,,,,,,,,,,,,,,
6408f073-641d-4bba-98e2-4dc73ccbad1d,,Kit HBs ag,,Kit HBs ag,,Kit HBs ag,Misc,Text,,,11096.0,,,,,,,,,,,,,,,,,,,,,,,,
8fc08a3b-6f03-4943-9625-2b50456daa2b,,Kit HIV Colloidal gold,,,,Medical Diagnostic Test Hiv Diagnostic Rapid Test kits,Misc,Text,,,11260.0,,,,,,,,,,,,,,,,,,,,,,,,
14dd3271-6790-4cc3-97ca-693e939919f8,,Kit HIV SD Bioline,,Kit HIV SD Bioline,,Kit HIV SD Bioline,Misc,Text,,,9782.0,,,,,,,,,,,,,,,,,,,,,,,,
0b5e4333-86ea-4a76-8432-61e0f5fa9eec,,Kit HIV Unigold,,Kit HIV Unigold,,Kit HIV Unigold,Misc,Text,,,9783.0,,,,,,,,,,,,,,,,,,,,,,,,
d37e5af2-240d-42e6-9cc0-fbd9ce8ebc34,,Kit HIV determine,,Kit HIV determine,,Kit HIV determine,Misc,Text,,,11135.0,,,,,,,,,,,,,,,,,,,,,,,,
2eb05117-7729-40f9-bbc9-18ddf50d96c8,,Kit Helicobacter pyroli,,Kit Helicobacter pyroli,,Kit Helicobacter pyroli,Misc,Text,,,9781.0,,,,,,,,,,,,,,,,,,,,,,,,
4c1666ea-5701-4f41-aca1-c29cf45f2c47,,Kit LDL Cholesterol,,Kit LDL Cholesterol,,Kit LDL Cholesterol,Misc,Text,,,9784.0,,,,,,,,,,,,,,,,,,,,,,,,
ad5b44fa-304e-45d5-9398-9cd6405bcb16,,Kit Potassium,,Kit Potassium,,Kit Potassium,Misc,Text,,,9785.0,,,,,,,,,,,,,,,,,,,,,,,,
db932347-4aa0-46fd-84b4-76d778e48d6c,,Kit Rubéole,,Kit Rubéole,,Kit Rubéole,Misc,Text,,,9786.0,,,,,,,,,,,,,,,,,,,,,,,,
432f1055-72c0-43ed-9ac9-879db2a3a6f5,,Kit Stomatolyser 4 DS,,,,Kit Stomatolyser 4 DS,Misc,Text,,,11395.0,,,,,,,,,,,,,,,,,,,,,,,,
fd3e0a4d-7bd7-4d94-ac69-e5ede6ae34f2,,Kit Toxoplasmose/100T,,Kit Toxoplasmose/100T,,Kit Toxoplasmose/100T,Misc,Text,,,9788.0,,,,,,,,,,,,,,,,,,,,,,,,
d0bd34b5-dcaa-43af-8b80-72e170f13629,,Kit Toxoplasmose/100T v2,,Kit Toxoplasmose/100T v2,,Kit Toxoplasmose/100T,Misc,Text,,,11097.0,,,,,,,,,,,,,,,,,,,,,,,,
013f0c32-fca4-4a78-a5db-67e314f23d3b,,Kit arthritest,,Kit arthritest,,Kit arthritest,Misc,Text,,,9768.0,,,,,,,,,,,,,,,,,,,,,,,,
fd2fe21b-05fd-47ef-9718-43280e17e68b,,Kit cholesterol,,Kit cholesterol,,Kit cholesterol,Misc,Text,,,9770.0,,,,,,,,,,,,,,,,,,,,,,,,
b485ea20-18d0-4c65-abbb-fd10e3eae59a,,Kit chrole,,Kit chrole,,Kit chrole,Misc,Text,,,9771.0,,,,,,,,,,,,,,,,,,,,,,,,
ac0081ba-8c88-4383-8685-31c4db1368b2,,Kit circumcision,,Kit circumcision,,Kit circumcision,Misc,Text,,,9643.0,,,,,,,,,,,,,,,,,,,,,,,,
f7d385a6-6bc8-4ca6-8fc2-c4cdba7b3406,,Kit d'humidification d'oxygène,,Kit d'humidification d'oxygène,,Kit d'humidification d'oxygène,Misc,Text,,,11553.0,,,,,,,,,,,,,,,,,,,,,,,,
4f50e627-f2d0-40f0-882f-058244adc82e,,Kit de R.P.R,,Kit de R.P.R,,Kit de R.P.R,Misc,Text,,,9780.0,,,,,,,,,,,,,,,,,,,,,,,,
b6b78b44-fe69-42e3-b456-a7d6cc4f361f,,Kit de TPHA avec plaque de microtitration,,Kit de TPHA avec plaque de microtitration,,Kit de TPHA avec plaque de microtitration,Misc,Text,,,11093.0,,,,,,,,,,,,,,,,,,,,,,,,
c5d68dca-ef76-4105-a4ee-109e20ec470a,,Kit de diagnostic rapide de chlamydia ,,Kit de diagnostic rapide de chlamydia ,,Kit de diagnostic rapide de chlamydia ,Misc,Text,,,9773.0,,,,,,,,,,,,,,,,,,,,,,,,
2f421a6d-8971-408c-912b-e847c0849315,,Kit de dosage  Urée,,Kit de dosage  Urée,,Kit de dosage  Urée,Misc,Text,,,9774.0,,,,,,,,,,,,,,,,,,,,,,,,
8d9082c8-2ac3-41fb-a064-545c8e97a170,,Kit de dosage Bilirubine direct et totale,,Kit de dosage Bilirubine direct et totale,,Kit de dosage Bilirubine direct et totale,Misc,Text,,,9776.0,,,,,,,,,,,,,,,,,,,,,,,,
23af2bb3-0adc-4704-ab26-1b741f9c6468,,Kit de dosage Gamma GT,,Kit de dosage Gamma GT,,Kit de dosage Gamma GT,Misc,Text,,,11092.0,,,,,,,,,,,,,,,,,,,,,,,,
97374d1e-c4a3-41ce-baf1-a669e1dee9bb,,Kit de dosage acide urique,,Kit de dosage acide urique,,Kit de dosage acide urique,Misc,Text,,,9775.0,,,,,,,,,,,,,,,,,,,,,,,,
9411759c-4cd1-46c5-94ca-73b8a6362481,,Kit de dosage de calcium,,Kit de dosage de calcium,,Kit de dosage de calcium,Misc,Text,,,9777.0,,,,,,,,,,,,,,,,,,,,,,,,
