uuid,Void/Retire,Fully specified name:en,Short name:en,Fully specified name:fr,Short name:fr,Description:en,Data class,Data type,Answers,Members,Mappings|SAME-AS|PIH,Mappings|NARROWER-THAN|PIH,Mappings|SAME-AS|CBS,Mappings|SAME-AS|CIEL,Mappings|NARROWER-THAN|CIEL,Mappings|NARROWER-THAN|Rwanda HMIS Report 2012 01 20,Mappings|NARROWER-THAN|RWCS,Mappings|SAME-AS|RxNORM,Mappings|NARROWER-THAN|RxNORM,Mappings|SAME-AS|SNOMED CT,Mappings|NARROWER-THAN|SNOMED CT,Mappings|NARROWER-THAN|RSMS,Mappings|SAME-AS|ICPC-2,Mappings|SAME-AS|ICD-10,Mappings|NARROWER-THAN|ICD-10,Mappings|BROADER-THAN|ICD-10,Absolute high,Critical high,Normal high,Absolute low,Normal low,Units,Allow decimals,Complex data handler
4d4b597d-2393-11ed-86fe-3acf1f83574b,,Laparoscopic salpingotomy - NMC.FA.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
326b2a10-2393-11ed-86fe-3acf1f83574b,,Laparoscopic sigmoidectomy - KBU.JK.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3270c93f-2393-11ed-86fe-3acf1f83574b,,Laparoscopic sigmoidostomy - KBU.LI.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4d9ce61a-2393-11ed-86fe-3acf1f83574b,,Laparoscopic supracervical hysterectomy - NME.JJ.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4c15c58f-2393-11ed-86fe-3acf1f83574b,,Laparoscopic suspension procedures on bladder neck - NAK.LC.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4da1fc5e-2393-11ed-86fe-3acf1f83574b,,Laparoscopic total abdominal hysterectomy - NME.JK.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3251b235-2393-11ed-86fe-3acf1f83574b,,Laparoscopic total colectomy - KBP.JK.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
46a5638c-2393-11ed-86fe-3acf1f83574b,,Laparoscopic total cystectomy - NAI.JK.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
24f921f8-2393-11ed-86fe-3acf1f83574b,,Laparoscopic total excision of abdominal or pelvic region lymph node - DFF.JK.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2508447f-2393-11ed-86fe-3acf1f83574b,,Laparoscopic total excision of inguinal lymph node - DFM.JK.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
328fa426-2393-11ed-86fe-3acf1f83574b,,Laparoscopic total excision of rectum - KBW.JK.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
32132918-2393-11ed-86fe-3acf1f83574b,,"Laparoscopic total excision of small intestine, not elsewhere classified - KBK.JK.AB",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
319ec2df-2393-11ed-86fe-3acf1f83574b,,Laparoscopic total gastrectomy - KBF.JK.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
46102b88-2393-11ed-86fe-3acf1f83574b,,Laparoscopic total nephrectomy - NAA.JK.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
33bbaa36-2393-11ed-86fe-3acf1f83574b,,Laparoscopic total pancreatectomy - KCO.JK.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4d5e8175-2393-11ed-86fe-3acf1f83574b,,Laparoscopic total salpingectomy - NMC.JK.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
25ef1b92-2393-11ed-86fe-3acf1f83574b,,Laparoscopic total splenectomy - DJA.JK.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
46597728-2393-11ed-86fe-3acf1f83574b,,Laparoscopic total ureterectomy - NAE.JK.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4668d99e-2393-11ed-86fe-3acf1f83574b,,Laparoscopic urinary diversion - NAE.LI.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4daee8c1-2393-11ed-86fe-3acf1f83574b,,Laparoscopic uterine suspension - NME.LC.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4e125fb6-2393-11ed-86fe-3acf1f83574b,,Laparoscopic vaginal reconstruction - NMH.ML.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4e09eb4e-2393-11ed-86fe-3acf1f83574b,,Laparoscopic vaginal suspension and fixation - NMH.LC.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4606e948-2393-11ed-86fe-3acf1f83574b,,Laparoscopically assisted percutaneous extraction of calculus of kidney - NAA.JE.AL,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4daabd15-2393-11ed-86fe-3acf1f83574b,,Laparoscopically assisted radical vaginal hysterectomy - NME.JL.AI,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4da01417-2393-11ed-86fe-3acf1f83574b,,Laparoscopically assisted supracervical hysterectomy - NME.JJ.AI,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
468aa547-2393-11ed-86fe-3acf1f83574b,,Laparoscopically assisted transurethral destruction of lesion or tissue of bladder - NAI.GA.AI,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4da56146-2393-11ed-86fe-3acf1f83574b,,Laparoscopically assisted vaginal hysterectomy - NME.JK.AI,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4d2c7ece-2393-11ed-86fe-3acf1f83574b,,Laparoscopically assisted vaginal oophorectomy - NMA.JK.AI,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4ebbe1f8-2393-11ed-86fe-3acf1f83574b,,Laparoscopy - PAK.AE.AB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4efb4174-2393-11ed-86fe-3acf1f83574b,,Laparostomy - PAK.LI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4ec51a83-2393-11ed-86fe-3acf1f83574b,,Laparotomy - PAK.FA.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
32d74cf6-2393-11ed-86fe-3acf1f83574b,,"Large intestinal anastomosis, not elsewhere classified - KBZ.LB.AA",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1c6ea311-2393-11ed-86fe-3acf1f83574b,,"Large intestine, not elsewhere classified - KBZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2e01f394-2393-11ed-86fe-3acf1f83574b,,Laryngoscopy - JAN.AE.AC,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2e008903-2393-11ed-86fe-3acf1f83574b,,Laryngoscopy with biopsy - JAN.AD.AD,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2ea971b6-2393-11ed-86fe-3acf1f83574b,,Laryngostomy - JAN.LI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1c039195-2393-11ed-86fe-3acf1f83574b,,Larynx and epiglottis - JAN,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
204a5316-2393-11ed-86fe-3acf1f83574b,,Laser interstitial thermal therapy of lesion or tissue of brain - AAA.GA.AH,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
32f31a0b-2393-11ed-86fe-3acf1f83574b,,Laser interstitial thermal therapy of tissue of liver - KCA.GA.AH,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1d85a567-2393-11ed-86fe-3acf1f83574b,,"Learning and applying knowledge, unspecified - SA1",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1d8efb10-2393-11ed-86fe-3acf1f83574b,,Learning through actions with objects and persons - SBB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1d96a5b1-2393-11ed-86fe-3acf1f83574b,,Learning to calculate - SBN,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1d94d984-2393-11ed-86fe-3acf1f83574b,,Learning to read - SBI,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1d95d240-2393-11ed-86fe-3acf1f83574b,,Learning to write - SBL,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
26f8b0f3-2393-11ed-86fe-3acf1f83574b,,Left atrial angiography - HAA.BA.BB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1b5ecc0a-2393-11ed-86fe-3acf1f83574b,,Left atrium - HAA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1b6358b9-2393-11ed-86fe-3acf1f83574b,,Left cardiac ventricle - HBA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
29b8ec68-2393-11ed-86fe-3acf1f83574b,,Left heart cardiac catheterisation - HZA.AB.AF,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1bd32c70-2393-11ed-86fe-3acf1f83574b,,"Left heart, not elsewhere classified - HZA",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2715d01a-2393-11ed-86fe-3acf1f83574b,,Left ventriculography - HBA.BA.BB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1ed25a2c-2393-11ed-86fe-3acf1f83574b,,"Legal services, systems and policies - UEJ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
22d170fa-2393-11ed-86fe-3acf1f83574b,,"Lengthening of nerve, not elsewhere classified - AZZ.LK.AA",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4023f4b2-2393-11ed-86fe-3acf1f83574b,,Lengthening of tendon of foot or toe - MOT.LK.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3fc68d02-2393-11ed-86fe-3acf1f83574b,,Lengthening of tendon of lower leg - MNT.LK.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4572bb61-2393-11ed-86fe-3acf1f83574b,,Lengthening of tendon of unspecified site - MRT.LK.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3fe58bb5-2393-11ed-86fe-3acf1f83574b,,Lengthening procedure of tarsal or metatarsal - MOB.LK.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1af464c3-2393-11ed-86fe-3acf1f83574b,,Lens - BBF,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1f16ab17-2393-11ed-86fe-3acf1f83574b,,"Lifestyle behaviours, unspecified - VE1",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1dc15b10-2393-11ed-86fe-3acf1f83574b,,Lifting and carrying objects - SIA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1d0b2e9c-2393-11ed-86fe-3acf1f83574b,,Ligament or fascia of foot or toe - MOL,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1cde77cc-2393-11ed-86fe-3acf1f83574b,,Ligament or fascia of forearm - MFL,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1ce47400-2393-11ed-86fe-3acf1f83574b,,Ligament or fascia of hand or fingers - MGL,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1cabbb52-2393-11ed-86fe-3acf1f83574b,,Ligament or fascia of head or neck - MAL,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1d031ec5-2393-11ed-86fe-3acf1f83574b,,Ligament or fascia of lower leg - MNL,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1cec6996-2393-11ed-86fe-3acf1f83574b,,Ligament or fascia of pelvic region - MKL,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1ccfe12d-2393-11ed-86fe-3acf1f83574b,,Ligament or fascia of shoulder region - MDL,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1cf71106-2393-11ed-86fe-3acf1f83574b,,Ligament or fascia of thigh - MLL,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1cc73b18-2393-11ed-86fe-3acf1f83574b,,Ligament or fascia of trunk - MCL,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1cd85361-2393-11ed-86fe-3acf1f83574b,,Ligament or fascia of upper arm - MEL,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
32c8f0d3-2393-11ed-86fe-3acf1f83574b,,Ligation of anal tissue - KBX.LA.AC,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2ee55b0a-2393-11ed-86fe-3acf1f83574b,,Ligation of bronchus - JBB.LA.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
36277f51-2393-11ed-86fe-3acf1f83574b,,Ligation of dermal appendage of skin of head or neck - LBA.LA.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
36ff7670-2393-11ed-86fe-3acf1f83574b,,"Ligation of dermal appendage, site not specified - LZZ.LA.AA",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
46181b90-2393-11ed-86fe-3acf1f83574b,,Ligation of kidney - NAA.LA.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4ce82a94-2393-11ed-86fe-3acf1f83574b,,Ligation of patent processus vaginalis - NGL.LA.AE,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
36465ea6-2393-11ed-86fe-3acf1f83574b,,"Ligation of skin appendage of lower limb, not elsewhere classified - LBG.LA.AA",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
362af804-2393-11ed-86fe-3acf1f83574b,,Ligation of skin appendage of trunk - LBB.LA.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3636bc2e-2393-11ed-86fe-3acf1f83574b,,"Ligation of skin appendage of upper limb, not elsewhere classified - LBE.LA.AA",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4c938277-2393-11ed-86fe-3acf1f83574b,,Ligation of spermatic cord - NGD.LA.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
455b18d6-2393-11ed-86fe-3acf1f83574b,,Ligation of supernumerary digit - MRS.LA.AH,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1e4b9cf8-2393-11ed-86fe-3acf1f83574b,,Light - UBH,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3e15e10e-2393-11ed-86fe-3acf1f83574b,,Limb lengthening procedures of carpal or metacarpal - MGB.LK.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3ebd2597-2393-11ed-86fe-3acf1f83574b,,Limb lengthening procedures of femur - MLB.LK.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3d511064-2393-11ed-86fe-3acf1f83574b,,Limb lengthening procedures of humerus - MEB.LK.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3f794b75-2393-11ed-86fe-3acf1f83574b,,Limb lengthening procedures of tibia or fibula - MNB.LK.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
404cdcf7-2393-11ed-86fe-3acf1f83574b,,Limb lengthening procedures of unspecified site - MRB.LK.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3db626ff-2393-11ed-86fe-3acf1f83574b,,Limb lengthening procedures on bone of forearm - MFB.LK.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3fe6a525-2393-11ed-86fe-3acf1f83574b,,Limb shortening procedure of tarsal or metatarsal - MOB.LL.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3e16fa6b-2393-11ed-86fe-3acf1f83574b,,Limb shortening procedures of carpal or metacarpal - MGB.LL.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3ebe1f6f-2393-11ed-86fe-3acf1f83574b,,Limb shortening procedures of femur - MLB.LL.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3d530df4-2393-11ed-86fe-3acf1f83574b,,Limb shortening procedures of humerus - MEB.LL.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3f7a52bb-2393-11ed-86fe-3acf1f83574b,,Limb shortening procedures of tibia or fibula - MNB.LL.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
404e1450-2393-11ed-86fe-3acf1f83574b,,Limb shortening procedures of unspecified site - MRB.LL.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3db74948-2393-11ed-86fe-3acf1f83574b,,Limb shortening procedures on bone of forearm - MFB.LL.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3059e64c-2393-11ed-86fe-3acf1f83574b,,Lingual fraenotomy - KAB.FB.AC,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1c1b435c-2393-11ed-86fe-3acf1f83574b,,Lip - KAA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
353e71f4-2393-11ed-86fe-3acf1f83574b,,Liposuction of abdominal region and buttocks - LAB.LL.AE,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
351fa168-2393-11ed-86fe-3acf1f83574b,,Liposuction of face and neck - LAA.LL.AE,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
361f6155-2393-11ed-86fe-3acf1f83574b,,Liposuction of lower limb - LAG.LL.AE,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
35fc5ed2-2393-11ed-86fe-3acf1f83574b,,Liposuction of upper limb - LAE.LL.AE,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
37039f99-2393-11ed-86fe-3acf1f83574b,,"Liposuction, not elsewhere classified - LZZ.LL.AE",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1d8a7d8d-2393-11ed-86fe-3acf1f83574b,,Listening - SAD,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1c6ffc9f-2393-11ed-86fe-3acf1f83574b,,Liver - KCA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
32e6f857-2393-11ed-86fe-3acf1f83574b,,Liver scan and radioisotope function study - KCA.BA.BE,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
33111627-2393-11ed-86fe-3acf1f83574b,,Liver transplant - KCA.KD.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
37af277b-2393-11ed-86fe-3acf1f83574b,,Local excision lesion of maxilla - MAF.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2782ac77-2393-11ed-86fe-3acf1f83574b,,Local excision of left ventricular outflow tract tissue - HBA.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
248f5ad9-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of adenoid - DAB.JI.AC,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
26d06c4d-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of adrenal gland - EBC.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3faba7d5-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of ankle joint - MNJ.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
23616501-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of anterior chamber of eye - BBE.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
32c274d5-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of anus - KBX.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
240a587e-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of auricle of ear - CAC.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3376e0ad-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of biliary duct or sphincter of Oddi - KCM.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
469ea709-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of bladder - NAI.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3e0d7438-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of bone of carpal or metacarpal - MGB.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3dacb6c3-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of bone of forearm - MFB.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3e89b194-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of bone of pelvis - MKB.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3cdaac5b-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of bone of shoulder region - MDB.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
40458b0e-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of bone of unspecified site - MRB.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
206cb6db-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of brain - AAA.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3664c2d0-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of breast - LCA.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2ede924d-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of bronchus - JBB.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
207d1147-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of cerebral meninges - AAC.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
382ab46d-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of cervical spine - MBA.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4dcf07b6-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of cervix - NMF.JI.AC,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4eb46efe-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of chest wall - PAF.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2351a46a-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of ciliary body - BBD.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
38e5aa54-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of coccyx - MBU.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
32477326-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of colon - KBP.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
23261e91-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of conjunctiva - BBA.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
31e3160c-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of duodenum - KBI.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3d7ac19a-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of elbow joint - MEJ.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2ddf9584-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of ethmoidal sinus - JAH.JI.AC,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
241b3f3b-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of external auditory canal - CAE.JI.AC,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
23ee3d37-2393-11ed-86fe-3acf1f83574b,,"Local excision of lesion of eye, unspecified structure - BZZ.JI.AA",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
22e777ea-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of eyelid - BAA.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
378a1372-2393-11ed-86fe-3acf1f83574b,,"Local excision of lesion of facial bone, not elsewhere classified - MAB.JI.AA",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4d58cb1c-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of fallopian tube - NMC.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3eb34f69-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of femur - MLB.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3e3193a4-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of finger or hand joint - MGJ.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2dd5a15b-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of frontal sinus - JAG.JI.AC,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
310786fe-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of hard palate - KAT.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
29ddfebe-2393-11ed-86fe-3acf1f83574b,,"Local excision of lesion of heart, not elsewhere classified - HZZ.JI.AA",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3ee60dc1-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of hip joint - MLJ.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3d45d3da-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of humerus - MEB.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
209e8dda-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of intracranial space - AAG.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
234bf652-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of iris - BBC.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4008dfbb-2393-11ed-86fe-3acf1f83574b,,Local excision of lesion of joint of foot or toe - MOJ.JI.AA,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
