uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,Mappings|SAME-AS|PIH,Mappings|NARROWER-THAN|PIH,Mappings|SAME-AS|CBS,Mappings|SAME-AS|CIEL,Mappings|NARROWER-THAN|CIEL,Mappings|NARROWER-THAN|Rwanda HMIS Report 2012 01 20,Mappings|NARROWER-THAN|RWCS,Mappings|SAME-AS|RxNORM,Mappings|NARROWER-THAN|RxNORM,Mappings|SAME-AS|SNOMED CT,Mappings|NARROWER-THAN|SNOMED CT,Mappings|NARROWER-THAN|RSMS,Mappings|SAME-AS|ICPC-2,Mappings|SAME-AS|ICD-10,Mappings|NARROWER-THAN|ICD-10,Mappings|BROADER-THAN|ICD-10,Absolute high,Critical high,Normal high,Absolute low,Normal low,Units,Allow decimals,Complex data handler
3cda2ff0-26fe-102b-80cb-0017a47871b2,,KANAMYCIN,KM,Aminoglycoside used in drug-resistant TB treatment. (Short name from WHO),Drug,Text,,,,1417;KANAMYCIN,,,,,,,,,,,,,,,,,,,,,,
3cda316c-26fe-102b-80cb-0017a47871b2,,OFLOXACIN,OFX,Fluoroquinolone used in drug-resistant TB treatment. (Short name from WHO),Drug,Text,,,,1418;OFLOXACIN,,,,,,,,,,,,,,,,,,,,,,
3cda32e8-26fe-102b-80cb-0017a47871b2,,PARA-AMINOSALICYLIC ACID,PAS,Anit-folate used in drug-resistant TB treatment. (Short name from WHO),Drug,Text,,,,1419;PARA-AMINOSALICYLIC ACID,,,,,,,,,,,,,,,,,,,,,,
3cdb9372-26fe-102b-80cb-0017a47871b2,,D4T30+3TC+NVP,,Three-drug cocktail used in treating HIV,Drug,Text,,,,1502;D4T30+3TC+NVP,,,,,,,,,,,,,,,,,,,,,,
3cdb94ee-26fe-102b-80cb-0017a47871b2,,D4T40+3TC+NVP,,Three-drug cocktail used in treating HIV,Drug,Text,,,,1503;D4T40+3TC+NVP,,,,,,,,,,,,,,,,,,,,,,
3cdb9818-26fe-102b-80cb-0017a47871b2,,D4T30+3TC+EFV,,Three-drug cocktail used in treating HIV,Drug,Text,,,,1505;D4T30+3TC+EFV,,,,,,,,,,,,,,,,,,,,,,
3cdb998a-26fe-102b-80cb-0017a47871b2,,D4T40+3TC+EFV,,Three-drug cocktail used in treating HIV,Drug,Text,,,,1506;D4T40+3TC+EFV,,,,,,,,,,,,,,,,,,,,,,
3cdc4a42-26fe-102b-80cb-0017a47871b2,,ZIDOVUDINE LAMIVUDINE AND NEVIRAPINE,AZT+3TC+NVP,Three-drug cocktail used in treating HIV,Drug,Text,,,,1610;ZIDOVUDINE LAMIVUDINE AND NEVIRAPINE,,,,,1610.0,,,,,,,,,,,,,,,,,
3cdc503c-26fe-102b-80cb-0017a47871b2,,RIFAMPICIN ISONIAZID AND ETHAMBUTOL,RHE v2,A first-line regimen used for treatment of tuberculosis (in children?),Drug,Text,,,,1614;RIFAMPICIN ISONIAZID AND ETHAMBUTOL,,,,,,,,,,,,,,,,,,,,,,
3cdc6c7a-26fe-102b-80cb-0017a47871b2,,THIOACETAZONE,THA,A thiosaemicarbazone that is used in association with other antimycobacterial agents in the initial and continuation phases of antituberculosis regimens,Drug,Text,,,,1633;THIOACETAZONE,,,,,,,,,,,,,,,,,,,,,,
3cdc6df6-26fe-102b-80cb-0017a47871b2,,TERIZIDONE,TRD,Terizidone is a combination of two cycloserine molecules. It is an anti-tuberculous drug used in treating multidrug-resistant TB.  TERIZIDONE is considered effective in the treatment of TB and may also be useful for the treatment of urinary tract infections including those due to TB. It is recommended for the treatment of MDR-TB patients in both the intensive and continuation phases. Oral bacteriostatic second-line TB med.,Drug,Text,,,,1634;TERIZIDONE,,,,,,,,,,,,,,,,,,,,,,
3ce1b734-26fe-102b-80cb-0017a47871b2,,STAVUDINE LAMIVUDINE AND ABACAVIR,,A typical regimen for a child with HIV,Drug,Text,,,,2203;STAVUDINE LAMIVUDINE AND ABACAVIR,,,,,,,,,,,,,,,,,,,,,,
3ce1b8ba-26fe-102b-80cb-0017a47871b2,,ZIDOVUDINE LAMIVUDINE AND ABACAVIR,,"Antiretroviral triple therapy, used more often for chilldren",Drug,Text,,,,2204;ZIDOVUDINE LAMIVUDINE AND ABACAVIR,,,,,,,,,,,,,,,,,,,,,,
3ce1ba2c-26fe-102b-80cb-0017a47871b2,,NEVIRAPINE SINGLE DOSE AFTER BIRTH,,A single dose of NVP given at birth as HIV prophylaxis,Drug,Text,,,,2205;NEVIRAPINE SINGLE DOSE AFTER BIRTH,,,,,,,,,,,,,,,,,,,,,,
3ce1bba8-26fe-102b-80cb-0017a47871b2,,ZIDOVUDINE AFTER BIRTH,,AZT given after birth for HIV prohylaxis,Drug,Text,,,,2206;ZIDOVUDINE AFTER BIRTH,,,,,,,,,,,,,,,,,,,,,,
3ce296a4-26fe-102b-80cb-0017a47871b2,,ARTEMETHER AND LUMEFANTRINE,,"Malaria treatment medication.  Note from Kathryn Kempton:  The tablets are packaged differently, as dosing depends on the weight of the patient.  If you just need peds dosing I'd suggest we include 6 x 1 tabs for infants and 6 x 2 tabs for children.",Drug,Text,,,,2292;ARTEMETHER AND LUMEFANTRINE,,,,,,,,,,,,,,,,,,,,,,
3ce29820-26fe-102b-80cb-0017a47871b2,,CIMETIDINE,,Antacid medication,Drug,Text,,,,2293;CIMETIDINE,,,,,,,,83532008,,,,,,,,,,,,,,
3ce4294c-26fe-102b-80cb-0017a47871b2,,VIOMYCIN,Vi,A basic polypeptide antibiotic (trade name Viocin) administered intramuscularly (along with other drugs) in the treatment of tuberculosis,Drug,Text,,,,2457;VIOMYCIN,,,,,,,,,,,,,,,,,,,,,,
3ce42c3a-26fe-102b-80cb-0017a47871b2,,CLARITHROMYCIN,CLR,"reinforcement TB med with unclear efficacy.  Clarithromycin is a macrolide antibiotic used to treat pharyngitis, tonsillitis, acute maxillary sinusitis, acute bacterial exacerbation of chronic bronchitis, pneumonia (especially atypical pneumonias associated with Chlamydia pneumoniae or TWAR), skin and skin structure infections, and, in HIV and AIDS patients to prevent, and to treat, disseminated Mycobacterium avium complex (MAC). In addition, it is sometimes used to treat Legionellosis.",Drug,Text,,,,2459;CLARITHROMYCIN,,,,,,,,,,,,,,,,,,,,,,
3ce42dc0-26fe-102b-80cb-0017a47871b2,,RIFABUTINE,RFB,Reinforcement TB med with unclear efficacy.    Rifabutin is a bactericidal antibiotic drug primarily used in the treatment of tuberculosis.,Drug,Text,,,,2460;RIFABUTINE,,,,,,,,,,,,,,,,,,,,,,
3ce83c3a-26fe-102b-80cb-0017a47871b2,,STAVUDINE AND LAMIVUDINE,d4T + 3TC,HIV/AIDS drugs,Drug,Text,,,,2833;STAVUDINE AND LAMIVUDINE,,,,,,,,,,,,,,,,,,,,,,
4ff47449-6108-4823-89b8-986426d84d55,,TENOFOVIR LAMIVUDINE NEVIRAPINE,TDF+3TC+NVP,Three-drug cocktail used in treating HIV,Drug,Text,,,,2984;TENOFOVIR LAMIVUDINE NEVIRAPINE,,,,,,,,,,,,,,,,,,,,,,
e43b308c-a303-4524-b4bd-a728a9f52faf,,TENOFOVIR LAMIVUDINE EFAVIRENZ,TDF+3TC+EFV,Three-drug cocktail used to treat HIV,Drug,Text,,,,2985;TENOFOVIR LAMIVUDINE EFAVIRENZ,,,,,,,,,,,,,,,,,,,,,,
898d8570-60ff-4f4c-aef3-547d6aa0d809,,TENOFOVIR EMTRICITABINE NEVIRAPINE,TDF+FTC+NVP,Three-drug cocktail used to treat HIV,Drug,Text,,,,2986;TENOFOVIR EMTRICITABINE NEVIRAPINE,,,,,,,,,,,,,,,,,,,,,,
f98a0e62-53de-4908-9e46-35d011dcac3e,,DIDANOSINE TENOFOVIR LOPINAVIR RITONAVIR,DDI+TDF+LOP/R,SECOND LINE ARV COMBINATION DRUG,Drug,Text,,,,2987;DIDANOSINE TENOFOVIR LOPINAVIR RITONAVIR,,,,,,,,,,,,,,,,,,,,,,
5bfedb97-d1b0-43bc-b1df-f74e59434990,,DIDANOSINE ABACAVIR LOPINAVIR RITONAVIR,DDI+ABC+LOP/R,Second-line combination drug used to treat HIV,Drug,Text,,,,2988;DIDANOSINE ABACAVIR LOPINAVIR RITONAVIR,,,,,,,,,,,,,,,,,,,,,,
f39a3380-46ef-4970-a62c-0c58d82785d2,,DIDANOSINE LAMIVUDINE LOPINAVIR RITONAVIR,DDI+3TC+LOP/R,Second-line combination drug used to treat HIV,Drug,Text,,,,2989;DIDANOSINE LAMIVUDINE LOPINAVIR RITONAVIR,,,,,,,,,,,,,,,,,,,,,,
c3f4209e-652d-40c4-a4b0-d4a3228d4aa3,,DIDANOSINE ZIDOVUDINE LOPINAVIR RITONAVIR,DDI+AZT+LOP/R,Second-line combination drug used to treat HIV,Drug,Text,,,,2990;DIDANOSINE ZIDOVUDINE LOPINAVIR RITONAVIR,,,,,,,,,,,,,,,,,,,,,,
8aadf10d-5c2c-46c0-b422-8ed83d7731be,,TENOFOVIR ABACAVIR LOPINAVIR RITONAVIR,TDF+ABC+LOP/R,Second-line drug combination used to treat HIV,Drug,Text,,,,2991;TENOFOVIR ABACAVIR LOPINAVIR RITONAVIR,,,,,,,,,,,,,,,,,,,,,,
5634523f-5da1-40be-95db-380e159fd652,,TENOFOVIR LAMIVUDINE LOPINAVIR RITONAVIR,TDF+3TC+LOP/R,Second line drug combination used to treat HIV,Drug,Text,,,,2992;TENOFOVIR LAMIVUDINE LOPINAVIR RITONAVIR,,,,,,,,,,,,,,,,,,,,,,
3ca5e860-a818-44d7-b986-893df2e85a98,,TENOFOVIR ZIDOVUDINE LOPINAVIR RITONAVIR,TDF+AZT+LOP/R,Second-line drug combination used to treat HIV,Drug,Text,,,,2993;TENOFOVIR ZIDOVUDINE LOPINAVIR RITONAVIR,,,,,,,,,,,,,,,,,,,,,,
b85ee495-4aaa-4037-82ec-ccb781df9741,,ZIDOVUDINE LAMIVUDINE LOPINAVIR RITONAVIR,AZT+3TC+LOR/R,Second-line drug combination used to treat HIV,Drug,Text,,,,2994;ZIDOVUDINE LAMIVUDINE LOPINAVIR RITONAVIR,,,,,,,,,,,,,,,,,,,,,,
e0410d69-7dc8-4709-b062-7a147a625b03,,STANDARD TUBERCULOSIS TREATMENT,,Marking ART patients in register as also receiving TB treatment.,Drug,Text,,,,2995;STANDARD TUBERCULOSIS TREATMENT,,,,,,,,,,,,,,,,,,,,,,
a5044c82-1ffc-45fb-81b3-4a4539f9bbec,,"NEW PROPHYLAXIS DRUG, OTHER NON-CODED",,,Drug,Text,,,,"3119;NEW PROPHYLAXIS DRUG, OTHER NON-CODED",,,,,,,,,,,,,,,,,,,,,,
4add1344-ec52-41e3-b5b9-267f19d99aa2,,CAPTOPRIL,,"ACE Inhibitor. Captopril is used to treat high blood pressure (hypertension), congestive heart failure, kidney problems caused by diabetes, and to improve survival after a heart attack",Drug,Text,,,,3182;CAPTOPRIL,,,,,,,,,,,,,,,,,,,,,,
44299055-6e5f-4548-af34-dcf5e13bb6a5,,LISINOPRIL,,"Lisinopril is in a group of drugs called ACE inhibitors. Lisinopril is used to treat high blood pressure, congestive heart failure, and to improve survival after a heart attack",Drug,Text,,,,3183;LISINOPRIL,,,,,,,,,,,,,,,,,,,,,,
65d46f90-9352-41c9-9705-38f67f097fdd,,ALDACTONE,,Aldactone is a potassium sparing diuretic that prevents your body from absorbing too much salt and keeps your potassium levels from getting too low.,Drug,Text,,,,3184;ALDACTONE,,,,,,,,,,,,,,,,,,,,,,
b4307c45-16dc-428a-b194-e6ed6470b264,,CARVEDILOL,,Carvedilol is a non selective beta blocker indicated in the treatment of mild to moderate congestive heart failure.,Drug,Text,,,,3185;CARVEDILOL,,,,,,,,,,,,,,,,,,,,,,
d53d1bc4-1b19-4c03-9aae-61e7662acc0e,,ATENOLOL,,Atenolol is used alone or in combination with other medications to treat high blood pressure. It also is used to prevent angina (chest pain) and treat heart attacks. Atenolol is in a class of medications called beta blockers.,Drug,Text,,,,3186;ATENOLOL,,,,,,,,,,,,,,,,,,,,,,
bc20d803-f368-4177-8b36-d1812a977ae2,,AMLODIPINE,,"Amlodipine (as besylate, mesylate or maleate) is a long-acting calcium channel blocker (dihydropyridine) used as an anti-hypertensive and in the treatment of angina",Drug,Text,,,,3187;AMLODIPINE,,,,,,,,,,,,,,,,,,,,,,
08b04285-6378-408d-9906-b4982b34f755,,POTASSIUM,K+,Potassium is an essential dietary mineral and electrolyte.,Drug,Numeric,,,,3188;POTASSIUM,,,,,,,,,,,,,,,,,,,,,0.0,
98649fa2-a68b-4bbd-b570-95a718a94924,,WARFARIN,,Warfarin is used to prevent blood clots from forming or growing larger in your blood and blood vessels.,Drug,Text,,,,3190;WARFARIN,,,,,,,,,,,,,,,,,,,,,,
5acfcca3-4fa7-4267-a149-ce0de9c6c69f,,"BENZATHINE PENICILLIN 600,000 IU IM",,"is slowly absorbed into the circulation, after intramuscular injection, and hydrolysed to benzylpenicillin in vivo. It is the drug-of-choice when prolonged low concentrations of benzylpenicillin are required and appropriate, allowing prolonged antibiotic action over 2 to 4 weeks after a single IM dose.",Drug,Text,,,,"3319;BENZATHINE PENICILLIN 600,000 IU IM",,,,,,,,,,,,,,,,,,,,,,
8140a4d3-3dac-4dca-9da2-17eb0f25e3ff,,BENZATHINE PENICILLIN 1 POINT 2 M IU IM,,"slowly absorbed into the circulation, after intramuscular injection, and hydrolysed to benzylpenicillin in vivo. It is the drug-of-choice when prolonged low concentrations of benzylpenicillin are required and appropriate, allowing prolonged antibiotic action over 2 to 4 weeks after a single IM dose.",Drug,Text,,,,3326;BENZATHINE PENICILLIN 1 POINT 2 M IU IM,,,,,,,,,,,,,,,,,,,,,,
8e2949d5-10dc-4bde-afd2-3fcc6b6df00e,,ISOSORBIDE DINITRATE,,For the prevention of angina pectoris due to coronary artery disease.,Drug,Text,,,,3428;ISOSORBIDE DINITRATE,,,,,,,,,,,,,,,,,,,,,,
d5c6e8f6-af32-4793-aab8-bd8cdbdbbcb2,,DIGOXIN,,"Digoxin helps the heart to beat more strongly and regularly. Digoxin is used to treat conditions such as congestive heart failure, atrial fibrillation, and atrial flutter.",Drug,Text,,,,3488;DIGOXIN,,,,,,,,,,,,,,,,,,,,,,
3db21aed-ca35-4c53-8863-53865d34a207,,BLEOMYCIN,,An antibiotic chemotherapy drug that inhibits cancer cell growth by interfering with the formation of DNA,Drug,Text,,,1622,3623;BLEOMYCIN,,,,,,,,76591000,,,,,,,,,,,,,,
bc0918fc-3496-426c-bfd5-ef466e9776db,,VINCRISTINE SULPHATE,Vincristine,A chemotherapeutic drug used to treat various conditions including Kaposi's sarcoma and lymphoma,Drug,Text,,,,3624;VINCRISTINE SULPHATE,,,,,,,,,,,,,,,,,,,,,,
1fc083a8-2edc-4b5e-982c-f263720b5857,,PACLITAXEL,,,Drug,Text,,,,3625;PACLITAXEL,,,,,,56946.0,,67735003,,,,,,,,,,,,,,
f4bbc611-4e6e-4c03-b3d8-0af6f081223b,,GRISEOFULVIN,,Anti-fungal medication for animals and humans for the treatment of ringworm infections of skin and nails.,Drug,Text,,,,3679;GRISEOFULVIN,,,,,,,,,,,,,,,,,,,,,,
07429704-a679-428d-832e-80b0227206f1,,ACETAZOLAMIDE,,"A carbonic anhydrase inhibitor that is used to treat glaucoma, epileptic seizures, benign intracranial hypertension (pseudotumor cerebri), altitude sickness, cystinuria, and dural ectasia.",Drug,Text,,,,4031;ACETAZOLAMIDE,,,,,,,,,,,,,,,,,,,,,,
6e8ef269-d2bd-4b1e-a07c-616f7574bcaa,,ADRENALINE,,"A hormone and neurotransmitter, used as a drug to treat cardiac arrest and other cardiac dysrhythmias resulting in diminished or absent cardiac output, anaphylaxis, sepsis and as a bronchodilator for asthma.",Drug,Text,,,,4032;ADRENALINE,,,,,,,,,,,,,,,,,,,,,,
4c5ecefd-ec41-4b6a-8b71-0ac108f15bc4,,ATROPINE SULPHATE,,"Compound of atropine, a tropane alkaloid extracted from deadly plants of the family Solanceae.  A competitive antagonist for the muscarinic acetylcholine receptor, it serves as a drug with a wide variety of effects.",Drug,Text,,,,4033;ATROPINE SULPHATE,,,,,,,,,,,,,,,,,,,,,,
4aa4bd2a-b606-4a5d-ba66-10b069730bf3,,BENZATHINE PENICILLIN,,"A form of penicillin, slowly absorbed into the circulation after intramuscular injection.  Useful when prolonged low concentrations of benzylpenicillin are required and appropriate.",Drug,Text,,,,4034;BENZATHINE PENICILLIN,,,,,,,,,,,,,,,,,,,,,,
b2577093-a11b-402a-be6a-33cc93db4fe4,,CALCIUM GLUCONATE,,A mineral supplement and the form of calcium most widely used in the treatment of hypocalcemia.,Drug,Text,,,,4035;CALCIUM GLUCONATE,,,,,,,,,,,,,,,,,,,,,,
450f614f-1cf7-4f5a-a9f9-83c5d15e028e,,DEXAMETHAZONE SODIUM PHOSPHATE,,"A topical steroid, used to treat many inflammatory and autoimmune conditions, e.g., rheumatoid arthritis.",Drug,Text,,,,4036;DEXAMETHAZONE SODIUM PHOSPHATE,,,,,,,,,,,,,,,,,,,,,,
f8362b83-2c6a-438a-ac77-066fd06932ce,,DEXTROSE,,Blood sugar.,Drug,Text,,,,4037;DEXTROSE,,,,,,,,,,,,,,,,,,,,,,
6eea54e7-5238-4113-bd9c-062873c93be0,,HYDROCORTISONE SODIUM SUCCINATE,,"A hormone that increases blood pressure and blood sugar, and reduces immune responses.",Drug,Text,,,,4038;HYDROCORTISONE SODIUM SUCCINATE,,,,,,,,,,,,,,,,,,,,,,
4d7851f4-9f21-4454-b78a-c3aa3f79b69a,,LIDOCAINE,,"A common local anesthetic and antiarrhythmic drug. Lidocaine is used topically to relieve itching, burning and pain from skin inflammations, injected as a dental anesthetic, and in minor surgery",Drug,Text,,,,4039;LIDOCAINE,,,,,,,,,,,,,,,,,,,,,,
1be2a757-ab85-4504-aaf5-7aef81b6e091,,LOFEMENOL,,Monophasic oral contraceptive.,Drug,Text,,,,4040;LOFEMENOL,,,,,,,,,,,,,,,,,,,,,,
15280607-5425-433c-b57b-397c1ee94f21,,ASCORBIC ACID,,Sugar acid with antioxident properties.,Drug,Text,,,,4041;ASCORBIC ACID,,,,,,,,,,,,,,,,,,,,,,
1349756d-e133-4188-860b-689e6473f790,,BISACODYL,,A stimulant laxative drug. It is typically prescribed for relief of constipation and for the management of neurogenic bowel dysfunction.,Drug,Text,,,,4042;BISACODYL,,,,,,,,,,,,,,,,,,,,,,
49718515-7860-4404-bf25-d93fcaf4e8a9,,CLINDAMYCIN,,"A lincosamide antibiotic. It is usually used to treat infections with anaerobic bacteria but can also be used to treat some protozoal diseases, such as malaria. It is a common topical treatment for acne, and can be useful against some methicillin-resistant Staphylococcus aureus (MRSA) infections.",Drug,Text,,,,4043;CLINDAMYCIN,,,,,,,,,,,,,,,,,,,,,,
9548e221-8dc2-40a6-993e-4126819eacdf,,CONJUGATED ESTROGEN,,"Compound used for hormone replacement therapy, typically in menopausal women.",Drug,Text,,,,4044;CONJUGATED ESTROGEN,,,,,,,,,,,,,,,,,,,,,,
00506553-0549-4e34-8c7c-af4095adc420,,FLUOXETINE,,An antidepressant of the selective serotonin reuptake inhibitor (SSRI) class.,Drug,Text,,,,4045;FLUOXETINE,,,,,,,,,,,,,,,,,,,,,,
0084d7bd-a40f-44fb-bd18-2a1853d03ee8,,GLIBENCLAMIDE,,An anti-diabetic drug in a class of medications known as sulfonylureas.,Drug,Text,,,,4046;GLIBENCLAMIDE,,,,,,,,,,,,,,,,,,,,,,
69562047-dc02-4fd2-aebe-fae338929a81,,HALOPERIDOL,,"A typical antipsychotic. It is in the butyrophenone class of antipsychotic medications and has pharmacological effects similar to the phenothiazines.  Haloperidol is a primitive antipsychotic used in the treatment of schizophrenia and, more acutely, in the treatment of acute psychotic states and delirium.",Drug,Text,,,,4047;HALOPERIDOL,,,,,,,,,,,,,,,,,,,,,,
dad23bd8-9c3b-4784-bc24-e188a0577519,,IVERMECTIN,,"A broad-spectrum antiparasitic medication, traditionally used against worms (except tapeworms), also found to be effective against most mites and some lice too.",Drug,Text,,,,4048;IVERMECTIN,,,,,,,,,,,,,,,,,,,,,,
228e97de-d363-47cf-8570-d3f6e0f3a78d,,LEVODOPA + CARBIDOPA ,,The combination of carbidopa and levodopa is used to treat Parkinson's disease and Dopa-Responsive Dystonia (DRD).,Drug,Text,,,,4049;LEVODOPA + CARBIDOPA,,,,,,,,,,,,,,,,,,,,,,
85125b81-084f-46cd-9fde-60cbae8792c3,,LEVOTHYROXINE,,A synthetic form of thyroxine (thyroid hormone).,Drug,Text,,,,4050;LEVOTHYROXINE,,,,,,,,,,,,,,,,,,,,,,
3bfb438e-c689-4005-bc53-c73181d3ace4,,LUMEFANTRINE + ARTHEMETHER,,A drug combination effective in treating malaria.,Drug,Text,,,,4051;LUMEFANTRINE + ARTHEMETHER,,,,,,,,,,,,,,,,,,,,,,
09c64c66-11d5-4fac-8848-9fd33206fefd,,METFORMIN,,An oral anti-diabetic drug from the biguanide class.,Drug,Text,,,,4052;METFORMIN,,,,,,,,,,,,,,,,,,,,,,
8f640be0-2810-4758-a12c-7575db51ffe8,,MORPHINE SULPHATE,,"A highly potent opiate analgesic drug.  Acts directly on the central nervous system (CNS) to relieve pain, and at synapses of the nucleus accumbens in particular. Morphine is highly addictive; tolerance, physical and psychological dependence develop rapidly.",Drug,Text,,,,4053;MORPHINE SULPHATE,,,,,,,,,,,,,,,,,,,,,,
9776e92a-817b-4188-a36d-1ee9371a69a1,,NEOMYCIN SULPHATE + BACITRACIN ZINC,,"Antibacterial agents, typically used for eye infections life conjunctivitis.",Drug,Text,,,,4054;NEOMYCIN SULPHATE + BACITRACIN ZINC,,,,,,,,,,,,,,,,,,,,,,
adb1387e-3c9d-4419-92b3-50c6e733e1ba,,NICOTINAMIDE,,"A water-soluble vitamin, part of the vitamin B group.",Drug,Text,,,,4055;NICOTINAMIDE,,,,,,,,,,,,,,,,,,,,,,
6bdd82c3-a3bb-476a-9a30-ce0575eb28cb,,NITROFURANTOIN,,An antibiotic. It is usually used in treating urinary tract infection.,Drug,Text,,,,4056;NITROFURANTOIN,,,,,,,,,,,,,,,,,,,,,,
6c388890-fe4b-4b87-ba38-8a6a7f6253b0,,POTASSIUM CHLORIDE,KCl,A metal halide salt composed of potassium and chlorine.,Drug,Text,,,,4057;POTASSIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,,
bfc9c532-b7c6-4c94-829b-7d690f15989f,,PRAZIQUANTEL,,An anthelmintic effective against flatworms.,Drug,Text,,,,4058;PRAZIQUANTEL,,,,,,,,,,,,,,,,,,,,,,
5f0cbcee-859e-464f-b2b2-1410aa277053,,PROMETHAZINE,,"A first-generation H1 receptor antagonist, antihistamine and antiemetic medication.",Drug,Text,,,,4059;PROMETHAZINE,,,,,,8745.0,,322154000;8372007,,,,,,,,,,,,,,
1a0709b5-006c-49b5-90bc-697c8567d0ee,,SODIUM VALPROATE,,"The sodium salt of valproic acid and is an anticonvulsant used in the treatment of epilepsy and bipolar disorder, as well as other psychiatric conditions requiring the administration of a mood stabilizer",Drug,Text,,,,4060;SODIUM VALPROATE,,,,,,,,,,,,,,,,,,,,,,
87e3a4af-ccf8-4211-9b1c-5f52f7d3e58b,,SPIRONOLACTONE,,A diuretic and is used as an antiandrogen.,Drug,Text,,,,4061;SPIRONOLACTONE,,,,,,,,,,,,,,,,,,,,,,
53ed50e2-d3b6-4166-963d-7a6d7d8c17e8,,VALPROIC ACID,,"A chemical compound that has found clinical use as an anticonvulsant and mood-stabilizing drug, primarily in the treatment of epilepsy, bipolar disorder, and less commonly major depression.",Drug,Text,,,,4062;VALPROIC ACID,,,,,,,,,,,,,,,,,,,,,,
ed69b6e2-63c6-416d-b471-f95c9c5e8847,,VITAMIN A,,"Part of the retinyl group, essential for visual perception in the eye.",Drug,Text,,,,4063;VITAMIN A,,,,,,,,,,,,,,,,,,,,,,
745774a6-6bcc-498b-a7ba-2bf70f379ffc,,ZINC OXIDE,,A chemical compound with the formula ZnO.  ,Drug,Text,,,,4064;ZINC OXIDE,,,,,,,,,,,,,,,,,,,,,,
3ceb2c7e-26fe-102b-80cb-0017a47871b2,,INFANT FORMULA,,Describes a substance used to feed children.,Drug,Text,YES;NO,,,5254;INFANT FORMULA,,,,,5254.0,,,,,,,,,,,,,,,,,
3ceb3764-26fe-102b-80cb-0017a47871b2,,HEMOPHILUS INFLUENZA B VACCINATION,,Vaccine given for HIB.,Drug,Text,,,,5261;HEMOPHILUS INFLUENZA B VACCINATION,,,,,,,,,,,,,,,,,,,,,,
3cec4ba4-26fe-102b-80cb-0017a47871b2,,OTHER ANTIRETROVIRAL DRUG,,Generic answer to encounter form questions.. another retroviral drug not already specified in the antiretroviral set (term 1085).,Drug,Text,,,,5424;OTHER ANTIRETROVIRAL DRUG,,,,,,,,,,,,,,,,,,,,,,
3cf09cb8-26fe-102b-80cb-0017a47871b2,,UNKNOWN ANTIRETROVIRAL DRUG,,"Generic answer to a question.  Patient knows that they are on an antiretroviral medicine, but does not know the name of it, and it hasn't been specified on the encounter form.",Drug,Text,,,,5811;UNKNOWN ANTIRETROVIRAL DRUG,,,,,,,,,,,,,,,,,,,,,,
3cf0c0f8-26fe-102b-80cb-0017a47871b2,,PYRAZINAMIDE,Z,"Antituberculosis agent used to treat patients with active tuberculosis, usually in combination with other agents.",Drug,Text,,,,5829;PYRAZINAMIDE,,,,,,,,,,,,,,,,,,,,,,
3cf1022a-26fe-102b-80cb-0017a47871b2,,YELLOW FEVER VACCINATION,,Vaccine given for Yellow Fever.,Drug,Text,,,,5864;YELLOW FEVER VACCINATION,,,,,,,,,,,,,,,,,,,,,,
f0556388-6f22-45a2-9ee1-c36dda169ba2,,SPARFLOXACIN,,"Fluoroquinolone antibiotic used in the treatment of bacterial infections.  Included in DST drug options in Peru EMR, and occasionally shows up in DSTs from MSLI.",Drug,Text,,,,6129,,,,,,,,,,,,,,,,,,,,,,
1884b893-e8bf-4d38-bf35-8632eda8d62c,,MINOCYCLINE,,Used in MDR-TB Treatment,Drug,Text,,,,6360;MINOCYCLINE,,,,,,,,,,,,,,,,,,,,,,
95f1dc20-9fce-47af-a67f-7c776cabe24d,,CODEINE,,"Codeine (INN) or methylmorphine is an opiate used for its analgesic, antitussive, and antidiarrheal properties, and is useful for numbing back pain",Drug,Text,,,,6403;CODEINE,,,,,,,,,,,,,,,,,,,,,,
ac96620a-1507-47df-b2e3-c7913fa299b8,,LINEZOLID,INN,"ALSO KNOWN AS Zyvox, Zyvoxid, Zyvoxam ",Drug,Text,,,,6553;LINEZOLID,,,,,,,,,,,,,,,,,,,,,,
63a4acf0-0762-44a3-aad1-3230289ce4a7,,Tenofovir and Emtricitabine,,"It is in a category of HIV medicines called nucleoside reverse transcriptase inhibitors (NRTIs). Also known as Truvada, it prevents HIV from altering the genetic material of healthy CD4 cells. This prevents the cells from producing new virus and decreases the amount of virus in the body.",Drug,Text,,,,6635;Tenofovir and Emtricitabine,,,,,6635.0,,,,,,,,,,,,,,,,,
06793d30-bf06-469f-8ae9-c9c06a8c444b,,Tenofovir and Lamivudine,TDF+3TC,,Drug,Text,,,,6636;Tenofovir and Lamivudine,,,,,6636.0,,,,,,,,,,,,,,,,,
9231cac4-8d3d-4bf5-97a3-81ec912b1899,,Insulin 70/30,,A mixture of 70% NPH human insulin and 30% regular human insulin,Drug,Text,,,,6746;Insulin 70/30,,,,,,,,,,,,,,,,,,,,,,
98042566-aedc-442d-96b3-d055d3dd7d81,,Losartan,,Losartan is used to treat high blood pressure (hypertension).,Drug,Text,,,,6769;Losartan,,,,,,,,,,,,,,,,,,,,,,
